"species","population","month","sp_pop","sp_pop_month","exposure_score"
"Pterodroma madeira","Madeira","05","Pterodroma madeira_Madeira","Pterodroma madeira_Madeira_05","5.1374"
"Pterodroma madeira","Madeira","06","Pterodroma madeira_Madeira","Pterodroma madeira_Madeira_06","4.2408"
"Pterodroma madeira","Madeira","07","Pterodroma madeira_Madeira","Pterodroma madeira_Madeira_07","4.4263"
"Pterodroma madeira","Madeira","08","Pterodroma madeira_Madeira","Pterodroma madeira_Madeira_08","4.6166"
"Pterodroma madeira","Madeira","09","Pterodroma madeira_Madeira","Pterodroma madeira_Madeira_09","5.7273"
"Pterodroma madeira","Madeira","10","Pterodroma madeira_Madeira","Pterodroma madeira_Madeira_10","2.3814"
"Pterodroma madeira","Madeira","11","Pterodroma madeira_Madeira","Pterodroma madeira_Madeira_11","1.1267"
"Pterodroma madeira","Madeira","12","Pterodroma madeira_Madeira","Pterodroma madeira_Madeira_12","2.7433"
"Pterodroma magentae","Chatham Islands","01","Pterodroma magentae_Chatham Islands","Pterodroma magentae_Chatham Islands_01","0.864"
"Pterodroma magentae","Chatham Islands","02","Pterodroma magentae_Chatham Islands","Pterodroma magentae_Chatham Islands_02","1.5151"
"Pterodroma magentae","Chatham Islands","03","Pterodroma magentae_Chatham Islands","Pterodroma magentae_Chatham Islands_03","1.5655"
"Pterodroma magentae","Chatham Islands","04","Pterodroma magentae_Chatham Islands","Pterodroma magentae_Chatham Islands_04","1.4282"
"Pterodroma magentae","Chatham Islands","05","Pterodroma magentae_Chatham Islands","Pterodroma magentae_Chatham Islands_05","3.2773"
"Pterodroma magentae","Chatham Islands","06","Pterodroma magentae_Chatham Islands","Pterodroma magentae_Chatham Islands_06","9.3958"
"Pterodroma magentae","Chatham Islands","07","Pterodroma magentae_Chatham Islands","Pterodroma magentae_Chatham Islands_07","12.5613"
"Pterodroma magentae","Chatham Islands","08","Pterodroma magentae_Chatham Islands","Pterodroma magentae_Chatham Islands_08","9.1135"
"Pterodroma magentae","Chatham Islands","09","Pterodroma magentae_Chatham Islands","Pterodroma magentae_Chatham Islands_09","5.4581"
"Pterodroma magentae","Chatham Islands","10","Pterodroma magentae_Chatham Islands","Pterodroma magentae_Chatham Islands_10","1.4213"
"Pterodroma magentae","Chatham Islands","11","Pterodroma magentae_Chatham Islands","Pterodroma magentae_Chatham Islands_11","1.0403"
"Pterodroma magentae","Chatham Islands","12","Pterodroma magentae_Chatham Islands","Pterodroma magentae_Chatham Islands_12","0.9552"
"Pterodroma mollis","Antipodes","01","Pterodroma mollis_Antipodes","Pterodroma mollis_Antipodes_01","0.4961"
"Pterodroma mollis","Antipodes","02","Pterodroma mollis_Antipodes","Pterodroma mollis_Antipodes_02","1.5354"
"Pterodroma mollis","Antipodes","03","Pterodroma mollis_Antipodes","Pterodroma mollis_Antipodes_03","3.596"
"Pterodroma mollis","Antipodes","04","Pterodroma mollis_Antipodes","Pterodroma mollis_Antipodes_04","0.4729"
"Pterodroma mollis","Antipodes","05","Pterodroma mollis_Antipodes","Pterodroma mollis_Antipodes_05","0.4549"
"Pterodroma mollis","Antipodes","06","Pterodroma mollis_Antipodes","Pterodroma mollis_Antipodes_06","2.3774"
"Pterodroma mollis","Antipodes","07","Pterodroma mollis_Antipodes","Pterodroma mollis_Antipodes_07","3.8912"
"Pterodroma mollis","Antipodes","08","Pterodroma mollis_Antipodes","Pterodroma mollis_Antipodes_08","2.0987"
"Pterodroma mollis","Antipodes","09","Pterodroma mollis_Antipodes","Pterodroma mollis_Antipodes_09","0.8488"
"Pterodroma mollis","Antipodes","10","Pterodroma mollis_Antipodes","Pterodroma mollis_Antipodes_10","2.0415"
"Pterodroma mollis","Antipodes","11","Pterodroma mollis_Antipodes","Pterodroma mollis_Antipodes_11","0.9871"
"Pterodroma mollis","Antipodes","12","Pterodroma mollis_Antipodes","Pterodroma mollis_Antipodes_12","0.332"
"Pterodroma mollis","Gough","01","Pterodroma mollis_Gough","Pterodroma mollis_Gough_01","5.1184"
"Pterodroma mollis","Gough","02","Pterodroma mollis_Gough","Pterodroma mollis_Gough_02","3.7181"
"Pterodroma mollis","Gough","03","Pterodroma mollis_Gough","Pterodroma mollis_Gough_03","2.3259"
"Pterodroma mollis","Gough","04","Pterodroma mollis_Gough","Pterodroma mollis_Gough_04","14.8886"
"Pterodroma mollis","Gough","05","Pterodroma mollis_Gough","Pterodroma mollis_Gough_05","23.1438"
"Pterodroma mollis","Gough","06","Pterodroma mollis_Gough","Pterodroma mollis_Gough_06","45.5285"
"Pterodroma mollis","Gough","07","Pterodroma mollis_Gough","Pterodroma mollis_Gough_07","38.3539"
"Pterodroma mollis","Gough","08","Pterodroma mollis_Gough","Pterodroma mollis_Gough_08","16.7139"
"Pterodroma mollis","Gough","09","Pterodroma mollis_Gough","Pterodroma mollis_Gough_09","21.6955"
"Pterodroma mollis","Gough","10","Pterodroma mollis_Gough","Pterodroma mollis_Gough_10","24.6188"
"Pterodroma mollis","Gough","11","Pterodroma mollis_Gough","Pterodroma mollis_Gough_11","3.8534"
"Pterodroma mollis","Gough","12","Pterodroma mollis_Gough","Pterodroma mollis_Gough_12","0.4473"
"Pterodroma neglecta","Phillip Island","01","Pterodroma neglecta_Phillip Island","Pterodroma neglecta_Phillip Island_01","4.9623"
"Pterodroma nigripennis","Chatham Islands","01","Pterodroma nigripennis_Chatham Islands","Pterodroma nigripennis_Chatham Islands_01","0.9442"
"Pterodroma nigripennis","Chatham Islands","02","Pterodroma nigripennis_Chatham Islands","Pterodroma nigripennis_Chatham Islands_02","1.298"
"Pterodroma nigripennis","Chatham Islands","03","Pterodroma nigripennis_Chatham Islands","Pterodroma nigripennis_Chatham Islands_03","1.1816"
"Pterodroma nigripennis","Chatham Islands","04","Pterodroma nigripennis_Chatham Islands","Pterodroma nigripennis_Chatham Islands_04","11.2679"
"Pterodroma nigripennis","Chatham Islands","05","Pterodroma nigripennis_Chatham Islands","Pterodroma nigripennis_Chatham Islands_05","0.3138"
"Pterodroma nigripennis","Chatham Islands","06","Pterodroma nigripennis_Chatham Islands","Pterodroma nigripennis_Chatham Islands_06","42.3665"
"Pterodroma nigripennis","Chatham Islands","07","Pterodroma nigripennis_Chatham Islands","Pterodroma nigripennis_Chatham Islands_07","65.61"
"Pterodroma nigripennis","Chatham Islands","08","Pterodroma nigripennis_Chatham Islands","Pterodroma nigripennis_Chatham Islands_08","83.3069"
"Pterodroma nigripennis","Chatham Islands","09","Pterodroma nigripennis_Chatham Islands","Pterodroma nigripennis_Chatham Islands_09","75.7125"
"Pterodroma nigripennis","Chatham Islands","10","Pterodroma nigripennis_Chatham Islands","Pterodroma nigripennis_Chatham Islands_10","170.0731"
"Pterodroma nigripennis","Chatham Islands","11","Pterodroma nigripennis_Chatham Islands","Pterodroma nigripennis_Chatham Islands_11","19.4265"
"Pterodroma nigripennis","Chatham Islands","12","Pterodroma nigripennis_Chatham Islands","Pterodroma nigripennis_Chatham Islands_12","0.4874"
"Pterodroma nigripennis","Phillip Island","02","Pterodroma nigripennis_Phillip Island","Pterodroma nigripennis_Phillip Island_02","4.9115"
"Pterodroma nigripennis","Phillip Island","03","Pterodroma nigripennis_Phillip Island","Pterodroma nigripennis_Phillip Island_03","4.2842"
"Pterodroma phaeopygia","Galapagos","07","Pterodroma phaeopygia_Galapagos","Pterodroma phaeopygia_Galapagos_07","0.432"
"Pterodroma phaeopygia","Galapagos","08","Pterodroma phaeopygia_Galapagos","Pterodroma phaeopygia_Galapagos_08","0.6087"
"Pterodroma phaeopygia","Galapagos","09","Pterodroma phaeopygia_Galapagos","Pterodroma phaeopygia_Galapagos_09","0.6109"
"Pterodroma phaeopygia","Galapagos","10","Pterodroma phaeopygia_Galapagos","Pterodroma phaeopygia_Galapagos_10","0.3597"
"Pterodroma pycrofti","Red Mercury Island","01","Pterodroma pycrofti_Red Mercury Island","Pterodroma pycrofti_Red Mercury Island_01","3.794"
"Pterodroma pycrofti","Red Mercury Island","02","Pterodroma pycrofti_Red Mercury Island","Pterodroma pycrofti_Red Mercury Island_02","3.4178"
"Pterodroma pycrofti","Red Mercury Island","04","Pterodroma pycrofti_Red Mercury Island","Pterodroma pycrofti_Red Mercury Island_04","0.1257"
"Pterodroma pycrofti","Red Mercury Island","05","Pterodroma pycrofti_Red Mercury Island","Pterodroma pycrofti_Red Mercury Island_05","0.1792"
"Pterodroma pycrofti","Red Mercury Island","06","Pterodroma pycrofti_Red Mercury Island","Pterodroma pycrofti_Red Mercury Island_06","0.5034"
"Pterodroma pycrofti","Red Mercury Island","07","Pterodroma pycrofti_Red Mercury Island","Pterodroma pycrofti_Red Mercury Island_07","0.4805"
"Pterodroma pycrofti","Red Mercury Island","08","Pterodroma pycrofti_Red Mercury Island","Pterodroma pycrofti_Red Mercury Island_08","0.2751"
"Pterodroma pycrofti","Red Mercury Island","09","Pterodroma pycrofti_Red Mercury Island","Pterodroma pycrofti_Red Mercury Island_09","0.2886"
"Pterodroma pycrofti","Red Mercury Island","10","Pterodroma pycrofti_Red Mercury Island","Pterodroma pycrofti_Red Mercury Island_10","3.6761"
"Pterodroma pycrofti","Red Mercury Island","11","Pterodroma pycrofti_Red Mercury Island","Pterodroma pycrofti_Red Mercury Island_11","3.6982"
"Pterodroma pycrofti","Red Mercury Island","12","Pterodroma pycrofti_Red Mercury Island","Pterodroma pycrofti_Red Mercury Island_12","3.4407"
"Pterodroma sandwichensis","Hawaii","07","Pterodroma sandwichensis_Hawaii","Pterodroma sandwichensis_Hawaii_07","125.4072"
"Pterodroma sandwichensis","Hawaii","08","Pterodroma sandwichensis_Hawaii","Pterodroma sandwichensis_Hawaii_08","102.741"
"Pterodroma sandwichensis","Hawaii","09","Pterodroma sandwichensis_Hawaii","Pterodroma sandwichensis_Hawaii_09","113.5301"
"Pterodroma sandwichensis","Hawaii","10","Pterodroma sandwichensis_Hawaii","Pterodroma sandwichensis_Hawaii_10","95.3666"
"Pterodroma sandwichensis","Hawaii","11","Pterodroma sandwichensis_Hawaii","Pterodroma sandwichensis_Hawaii_11","70.8171"
"Pterodroma solandri","Lord Howe Island","01","Pterodroma solandri_Lord Howe Island","Pterodroma solandri_Lord Howe Island_01","51.7081"
"Pterodroma solandri","Lord Howe Island","02","Pterodroma solandri_Lord Howe Island","Pterodroma solandri_Lord Howe Island_02","48.9657"
"Pterodroma solandri","Lord Howe Island","03","Pterodroma solandri_Lord Howe Island","Pterodroma solandri_Lord Howe Island_03","3.9071"
"Pterodroma solandri","Lord Howe Island","04","Pterodroma solandri_Lord Howe Island","Pterodroma solandri_Lord Howe Island_04","4.3607"
"Pterodroma solandri","Lord Howe Island","05","Pterodroma solandri_Lord Howe Island","Pterodroma solandri_Lord Howe Island_05","4.5046"
"Pterodroma solandri","Lord Howe Island","10","Pterodroma solandri_Lord Howe Island","Pterodroma solandri_Lord Howe Island_10","3.456"
"Pterodroma solandri","Lord Howe Island","11","Pterodroma solandri_Lord Howe Island","Pterodroma solandri_Lord Howe Island_11","29.2795"
"Pterodroma solandri","Lord Howe Island","12","Pterodroma solandri_Lord Howe Island","Pterodroma solandri_Lord Howe Island_12","50.8263"
"Pterodroma ultima","Henderson Island","01","Pterodroma ultima_Henderson Island","Pterodroma ultima_Henderson Island_01","8.489"
"Pterodroma ultima","Henderson Island","02","Pterodroma ultima_Henderson Island","Pterodroma ultima_Henderson Island_02","80.4891"
"Pterodroma ultima","Henderson Island","03","Pterodroma ultima_Henderson Island","Pterodroma ultima_Henderson Island_03","49.1971"
"Pterodroma ultima","Henderson Island","04","Pterodroma ultima_Henderson Island","Pterodroma ultima_Henderson Island_04","25.3267"
"Pterodroma ultima","Henderson Island","05","Pterodroma ultima_Henderson Island","Pterodroma ultima_Henderson Island_05","6.2592"
"Pterodroma ultima","Henderson Island","06","Pterodroma ultima_Henderson Island","Pterodroma ultima_Henderson Island_06","8.9245"
"Pterodroma ultima","Henderson Island","07","Pterodroma ultima_Henderson Island","Pterodroma ultima_Henderson Island_07","7.8792"
"Pterodroma ultima","Henderson Island","08","Pterodroma ultima_Henderson Island","Pterodroma ultima_Henderson Island_08","8.2251"
"Pterodroma ultima","Henderson Island","09","Pterodroma ultima_Henderson Island","Pterodroma ultima_Henderson Island_09","4.8654"
"Pterodroma ultima","Henderson Island","10","Pterodroma ultima_Henderson Island","Pterodroma ultima_Henderson Island_10","24.6075"
"Pterodroma ultima","Henderson Island","11","Pterodroma ultima_Henderson Island","Pterodroma ultima_Henderson Island_11","18.5366"
"Pterodroma ultima","Henderson Island","12","Pterodroma ultima_Henderson Island","Pterodroma ultima_Henderson Island_12","8.3516"
"Puffinus assimilis","E of Aukland","01","Puffinus assimilis_E of Aukland","Puffinus assimilis_E of Aukland_01","1.4583"
"Puffinus assimilis","E of Aukland","02","Puffinus assimilis_E of Aukland","Puffinus assimilis_E of Aukland_02","1.3353"
"Puffinus assimilis","E of Aukland","03","Puffinus assimilis_E of Aukland","Puffinus assimilis_E of Aukland_03","0.6671"
"Puffinus assimilis","E of Aukland","04","Puffinus assimilis_E of Aukland","Puffinus assimilis_E of Aukland_04","0.2281"
"Puffinus assimilis","E of Aukland","05","Puffinus assimilis_E of Aukland","Puffinus assimilis_E of Aukland_05","0.2591"
"Puffinus assimilis","E of Aukland","06","Puffinus assimilis_E of Aukland","Puffinus assimilis_E of Aukland_06","2.1862"
"Puffinus assimilis","E of Aukland","07","Puffinus assimilis_E of Aukland","Puffinus assimilis_E of Aukland_07","5.2937"
"Puffinus assimilis","E of Aukland","08","Puffinus assimilis_E of Aukland","Puffinus assimilis_E of Aukland_08","3.9019"
"Puffinus assimilis","E of Aukland","09","Puffinus assimilis_E of Aukland","Puffinus assimilis_E of Aukland_09","5.014"
"Puffinus assimilis","E of Aukland","10","Puffinus assimilis_E of Aukland","Puffinus assimilis_E of Aukland_10","5.7868"
"Puffinus assimilis","E of Aukland","11","Puffinus assimilis_E of Aukland","Puffinus assimilis_E of Aukland_11","5.087"
"Puffinus assimilis","E of Aukland","12","Puffinus assimilis_E of Aukland","Puffinus assimilis_E of Aukland_12","3.5007"
"Puffinus assimilis","Lord Howe Island","01","Puffinus assimilis_Lord Howe Island","Puffinus assimilis_Lord Howe Island_01","2.6284"
"Puffinus assimilis","Lord Howe Island","02","Puffinus assimilis_Lord Howe Island","Puffinus assimilis_Lord Howe Island_02","4.1288"
"Puffinus assimilis","Lord Howe Island","03","Puffinus assimilis_Lord Howe Island","Puffinus assimilis_Lord Howe Island_03","5.0979"
"Puffinus assimilis","Lord Howe Island","04","Puffinus assimilis_Lord Howe Island","Puffinus assimilis_Lord Howe Island_04","4.5102"
"Puffinus assimilis","Lord Howe Island","05","Puffinus assimilis_Lord Howe Island","Puffinus assimilis_Lord Howe Island_05","5.0193"
"Puffinus assimilis","Lord Howe Island","08","Puffinus assimilis_Lord Howe Island","Puffinus assimilis_Lord Howe Island_08","4.889"
"Puffinus assimilis","Lord Howe Island","09","Puffinus assimilis_Lord Howe Island","Puffinus assimilis_Lord Howe Island_09","4.2055"
"Puffinus assimilis","Lord Howe Island","10","Puffinus assimilis_Lord Howe Island","Puffinus assimilis_Lord Howe Island_10","4.788"
"Puffinus assimilis","Lord Howe Island","11","Puffinus assimilis_Lord Howe Island","Puffinus assimilis_Lord Howe Island_11","5.4666"
"Puffinus assimilis","Lord Howe Island","12","Puffinus assimilis_Lord Howe Island","Puffinus assimilis_Lord Howe Island_12","3.9367"
"Puffinus bailloni","Seychelles","01","Puffinus bailloni_Seychelles","Puffinus bailloni_Seychelles_01","1.4396"
"Puffinus bailloni","Seychelles","02","Puffinus bailloni_Seychelles","Puffinus bailloni_Seychelles_02","1.3798"
"Puffinus bailloni","Seychelles","03","Puffinus bailloni_Seychelles","Puffinus bailloni_Seychelles_03","1.9286"
"Puffinus bailloni","Seychelles","04","Puffinus bailloni_Seychelles","Puffinus bailloni_Seychelles_04","1.4458"
"Puffinus bailloni","Seychelles","05","Puffinus bailloni_Seychelles","Puffinus bailloni_Seychelles_05","1.5713"
"Puffinus bailloni","Seychelles","06","Puffinus bailloni_Seychelles","Puffinus bailloni_Seychelles_06","1.6762"
"Puffinus bailloni","Seychelles","07","Puffinus bailloni_Seychelles","Puffinus bailloni_Seychelles_07","1.6088"
"Puffinus bailloni","Seychelles","08","Puffinus bailloni_Seychelles","Puffinus bailloni_Seychelles_08","1.9172"
"Puffinus bailloni","Seychelles","09","Puffinus bailloni_Seychelles","Puffinus bailloni_Seychelles_09","5.0816"
"Puffinus bailloni","Seychelles","10","Puffinus bailloni_Seychelles","Puffinus bailloni_Seychelles_10","1.8563"
"Puffinus bailloni","Seychelles","11","Puffinus bailloni_Seychelles","Puffinus bailloni_Seychelles_11","1.8552"
"Puffinus bailloni","Seychelles","12","Puffinus bailloni_Seychelles","Puffinus bailloni_Seychelles_12","1.9015"
"Puffinus gavia","E of Aukland","01","Puffinus gavia_E of Aukland","Puffinus gavia_E of Aukland_01","5.5079"
"Puffinus gavia","E of Aukland","02","Puffinus gavia_E of Aukland","Puffinus gavia_E of Aukland_02","5.3572"
"Puffinus gavia","E of Aukland","03","Puffinus gavia_E of Aukland","Puffinus gavia_E of Aukland_03","5.5932"
"Puffinus gavia","E of Aukland","04","Puffinus gavia_E of Aukland","Puffinus gavia_E of Aukland_04","3.279"
"Puffinus gavia","E of Aukland","05","Puffinus gavia_E of Aukland","Puffinus gavia_E of Aukland_05","4.6266"
"Puffinus gavia","E of Aukland","06","Puffinus gavia_E of Aukland","Puffinus gavia_E of Aukland_06","5.4458"
"Puffinus gavia","E of Aukland","07","Puffinus gavia_E of Aukland","Puffinus gavia_E of Aukland_07","6.3606"
"Puffinus gavia","E of Aukland","08","Puffinus gavia_E of Aukland","Puffinus gavia_E of Aukland_08","5.8273"
"Puffinus gavia","E of Aukland","09","Puffinus gavia_E of Aukland","Puffinus gavia_E of Aukland_09","5.7573"
"Puffinus gavia","E of Aukland","10","Puffinus gavia_E of Aukland","Puffinus gavia_E of Aukland_10","5.8143"
"Puffinus gavia","E of Aukland","11","Puffinus gavia_E of Aukland","Puffinus gavia_E of Aukland_11","5.9557"
"Puffinus gavia","E of Aukland","12","Puffinus gavia_E of Aukland","Puffinus gavia_E of Aukland_12","5.8989"
"Puffinus huttoni","Te Rae o Atiu","01","Puffinus huttoni_Te Rae o Atiu","Puffinus huttoni_Te Rae o Atiu_01","2.8441"
"Puffinus huttoni","Te Rae o Atiu","02","Puffinus huttoni_Te Rae o Atiu","Puffinus huttoni_Te Rae o Atiu_02","3.3121"
"Puffinus lherminieri","Azores","01","Puffinus lherminieri_Azores","Puffinus lherminieri_Azores_01","4.5705"
"Puffinus lherminieri","Azores","02","Puffinus lherminieri_Azores","Puffinus lherminieri_Azores_02","4.0984"
"Puffinus lherminieri","Azores","04","Puffinus lherminieri_Azores","Puffinus lherminieri_Azores_04","10.3454"
"Puffinus lherminieri","Azores","05","Puffinus lherminieri_Azores","Puffinus lherminieri_Azores_05","9.5149"
"Puffinus lherminieri","Azores","06","Puffinus lherminieri_Azores","Puffinus lherminieri_Azores_06","4.7879"
"Puffinus lherminieri","Azores","07","Puffinus lherminieri_Azores","Puffinus lherminieri_Azores_07","3.9471"
"Puffinus lherminieri","Azores","08","Puffinus lherminieri_Azores","Puffinus lherminieri_Azores_08","6.1907"
"Puffinus lherminieri","Azores","09","Puffinus lherminieri_Azores","Puffinus lherminieri_Azores_09","10.7395"
"Puffinus lherminieri","Azores","10","Puffinus lherminieri_Azores","Puffinus lherminieri_Azores_10","1.014"
"Puffinus lherminieri","Azores","11","Puffinus lherminieri_Azores","Puffinus lherminieri_Azores_11","2.6023"
"Puffinus lherminieri","Azores","12","Puffinus lherminieri_Azores","Puffinus lherminieri_Azores_12","3.2502"
"Puffinus lherminieri","Cape Verde","01","Puffinus lherminieri_Cape Verde","Puffinus lherminieri_Cape Verde_01","1.3444"
"Puffinus lherminieri","Cape Verde","02","Puffinus lherminieri_Cape Verde","Puffinus lherminieri_Cape Verde_02","2.1694"
"Puffinus lherminieri","Cape Verde","03","Puffinus lherminieri_Cape Verde","Puffinus lherminieri_Cape Verde_03","0.3478"
"Puffinus lherminieri","Cape Verde","04","Puffinus lherminieri_Cape Verde","Puffinus lherminieri_Cape Verde_04","0.1939"
"Puffinus lherminieri","Cape Verde","05","Puffinus lherminieri_Cape Verde","Puffinus lherminieri_Cape Verde_05","0.1668"
"Puffinus lherminieri","Cape Verde","06","Puffinus lherminieri_Cape Verde","Puffinus lherminieri_Cape Verde_06","0.2233"
"Puffinus lherminieri","Cape Verde","07","Puffinus lherminieri_Cape Verde","Puffinus lherminieri_Cape Verde_07","0.101"
"Puffinus lherminieri","Cape Verde","08","Puffinus lherminieri_Cape Verde","Puffinus lherminieri_Cape Verde_08","0.1292"
"Puffinus lherminieri","Cape Verde","09","Puffinus lherminieri_Cape Verde","Puffinus lherminieri_Cape Verde_09","0.5036"
"Puffinus lherminieri","Cape Verde","10","Puffinus lherminieri_Cape Verde","Puffinus lherminieri_Cape Verde_10","4.5797"
"Puffinus lherminieri","Cape Verde","11","Puffinus lherminieri_Cape Verde","Puffinus lherminieri_Cape Verde_11","1.6764"
"Puffinus lherminieri","Cape Verde","12","Puffinus lherminieri_Cape Verde","Puffinus lherminieri_Cape Verde_12","0.8733"
"Puffinus lherminieri","Madeira","01","Puffinus lherminieri_Madeira","Puffinus lherminieri_Madeira_01","4.5404"
"Puffinus lherminieri","Madeira","02","Puffinus lherminieri_Madeira","Puffinus lherminieri_Madeira_02","3.8972"
"Puffinus lherminieri","Madeira","03","Puffinus lherminieri_Madeira","Puffinus lherminieri_Madeira_03","2.949"
"Puffinus lherminieri","Madeira","04","Puffinus lherminieri_Madeira","Puffinus lherminieri_Madeira_04","3.4833"
"Puffinus lherminieri","Madeira","05","Puffinus lherminieri_Madeira","Puffinus lherminieri_Madeira_05","5.4885"
"Puffinus lherminieri","Madeira","06","Puffinus lherminieri_Madeira","Puffinus lherminieri_Madeira_06","5.8665"
"Puffinus lherminieri","Madeira","07","Puffinus lherminieri_Madeira","Puffinus lherminieri_Madeira_07","5.1971"
"Puffinus lherminieri","Madeira","08","Puffinus lherminieri_Madeira","Puffinus lherminieri_Madeira_08","5.2983"
"Puffinus lherminieri","Madeira","09","Puffinus lherminieri_Madeira","Puffinus lherminieri_Madeira_09","5.3046"
"Puffinus lherminieri","Madeira","10","Puffinus lherminieri_Madeira","Puffinus lherminieri_Madeira_10","2.8776"
"Puffinus lherminieri","Madeira","11","Puffinus lherminieri_Madeira","Puffinus lherminieri_Madeira_11","4.6411"
"Puffinus lherminieri","Madeira","12","Puffinus lherminieri_Madeira","Puffinus lherminieri_Madeira_12","5.0568"
"Puffinus mauretanicus","Balearic Archipelago","03","Puffinus mauretanicus_Balearic Archipelago","Puffinus mauretanicus_Balearic Archipelago_03","423.6192"
"Puffinus mauretanicus","Balearic Archipelago","04","Puffinus mauretanicus_Balearic Archipelago","Puffinus mauretanicus_Balearic Archipelago_04","407.2203"
"Puffinus mauretanicus","Balearic Archipelago","05","Puffinus mauretanicus_Balearic Archipelago","Puffinus mauretanicus_Balearic Archipelago_05","409.6675"
"Puffinus mauretanicus","Balearic Archipelago","06","Puffinus mauretanicus_Balearic Archipelago","Puffinus mauretanicus_Balearic Archipelago_06","465.9365"
"Puffinus mauretanicus","Balearic Archipelago","07","Puffinus mauretanicus_Balearic Archipelago","Puffinus mauretanicus_Balearic Archipelago_07","338.3322"
"Puffinus newelli","Hawaii","01","Puffinus newelli_Hawaii","Puffinus newelli_Hawaii_01","0.0338"
"Puffinus newelli","Hawaii","08","Puffinus newelli_Hawaii","Puffinus newelli_Hawaii_08","80.6104"
"Puffinus newelli","Hawaii","10","Puffinus newelli_Hawaii","Puffinus newelli_Hawaii_10","129.1528"
"Puffinus newelli","Hawaii","11","Puffinus newelli_Hawaii","Puffinus newelli_Hawaii_11","153.7981"
"Puffinus newelli","Hawaii","12","Puffinus newelli_Hawaii","Puffinus newelli_Hawaii_12","74.0049"
"Puffinus opisthomelas","Isla Natividad","03","Puffinus opisthomelas_Isla Natividad","Puffinus opisthomelas_Isla Natividad_03","5.3694"
"Puffinus opisthomelas","Isla Natividad","04","Puffinus opisthomelas_Isla Natividad","Puffinus opisthomelas_Isla Natividad_04","3.2767"
"Puffinus opisthomelas","Isla Natividad","05","Puffinus opisthomelas_Isla Natividad","Puffinus opisthomelas_Isla Natividad_05","3.6627"
"Puffinus opisthomelas","Isla Natividad","06","Puffinus opisthomelas_Isla Natividad","Puffinus opisthomelas_Isla Natividad_06","4.0772"
"Puffinus opisthomelas","Isla Natividad","07","Puffinus opisthomelas_Isla Natividad","Puffinus opisthomelas_Isla Natividad_07","3.2697"
"Puffinus puffinus","Heimaey","01","Puffinus puffinus_Heimaey","Puffinus puffinus_Heimaey_01","3.8326"
"Puffinus puffinus","Heimaey","02","Puffinus puffinus_Heimaey","Puffinus puffinus_Heimaey_02","2.8144"
"Puffinus puffinus","Heimaey","04","Puffinus puffinus_Heimaey","Puffinus puffinus_Heimaey_04","4.1878"
"Puffinus puffinus","Heimaey","05","Puffinus puffinus_Heimaey","Puffinus puffinus_Heimaey_05","0.9951"
"Puffinus puffinus","Heimaey","06","Puffinus puffinus_Heimaey","Puffinus puffinus_Heimaey_06","0.6004"
"Puffinus puffinus","Heimaey","07","Puffinus puffinus_Heimaey","Puffinus puffinus_Heimaey_07","0.2897"
"Puffinus puffinus","Heimaey","08","Puffinus puffinus_Heimaey","Puffinus puffinus_Heimaey_08","0.2799"
"Puffinus puffinus","Heimaey","09","Puffinus puffinus_Heimaey","Puffinus puffinus_Heimaey_09","0.5935"
"Puffinus puffinus","Heimaey","10","Puffinus puffinus_Heimaey","Puffinus puffinus_Heimaey_10","8.417"
"Puffinus puffinus","Heimaey","11","Puffinus puffinus_Heimaey","Puffinus puffinus_Heimaey_11","7.4507"
"Puffinus puffinus","Heimaey","12","Puffinus puffinus_Heimaey","Puffinus puffinus_Heimaey_12","3.8808"
"Puffinus puffinus","Ireland","05","Puffinus puffinus_Ireland","Puffinus puffinus_Ireland_05","1.5468"
"Puffinus puffinus","Ireland","06","Puffinus puffinus_Ireland","Puffinus puffinus_Ireland_06","1.4254"
"Puffinus puffinus","Ireland","07","Puffinus puffinus_Ireland","Puffinus puffinus_Ireland_07","1.1825"
"Puffinus puffinus","Ireland","08","Puffinus puffinus_Ireland","Puffinus puffinus_Ireland_08","1.3717"
"Puffinus puffinus","UK","01","Puffinus puffinus_UK","Puffinus puffinus_UK_01","2.9161"
"Puffinus puffinus","UK","02","Puffinus puffinus_UK","Puffinus puffinus_UK_02","2.4124"
"Puffinus puffinus","UK","03","Puffinus puffinus_UK","Puffinus puffinus_UK_03","9.0182"
"Puffinus puffinus","UK","04","Puffinus puffinus_UK","Puffinus puffinus_UK_04","5.7453"
"Puffinus puffinus","UK","05","Puffinus puffinus_UK","Puffinus puffinus_UK_05","3.0011"
"Puffinus puffinus","UK","06","Puffinus puffinus_UK","Puffinus puffinus_UK_06","9.2248"
"Puffinus puffinus","UK","07","Puffinus puffinus_UK","Puffinus puffinus_UK_07","5.0433"
"Puffinus puffinus","UK","08","Puffinus puffinus_UK","Puffinus puffinus_UK_08","4.4913"
"Puffinus puffinus","UK","09","Puffinus puffinus_UK","Puffinus puffinus_UK_09","5.583"
"Puffinus puffinus","UK","10","Puffinus puffinus_UK","Puffinus puffinus_UK_10","7.427"
"Puffinus puffinus","UK","11","Puffinus puffinus_UK","Puffinus puffinus_UK_11","6.1943"
"Puffinus puffinus","UK","12","Puffinus puffinus_UK","Puffinus puffinus_UK_12","3.8616"
